t,semaforo_C11,semaforo_C12,semaforo_C13,semaforo_C21,semaforo_C22,semaforo_C23,semaforo_C31,semaforo_C32,semaforo_C33
57,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0
63,1,1,1,1,1,1,1,1,1
64,1,1,1,1,1,1,1,1,1
65,1,1,1,1,1,1,1,1,1
66,2,2,2,2,2,2,2,2,2
67,2,2,2,2,2,2,2,2,2
68,2,2,2,2,2,2,2,2,2
69,2,2,2,2,2,2,2,2,2
70,2,2,2,2,2,2,2,2,2
71,2,2,2,2,2,2,2,2,2
72,2,2,2,2,2,2,2,2,2
73,2,2,2,2,2,2,2,2,2
74,2,2,2,2,2,2,2,2,2
75,2,2,2,2,2,2,2,2,2
76,3,3,3,3,3,3,3,3,3
77,3,3,3,3,3,3,3,3,3
78,3,3,3,3,3,3,3,3,3
79,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0
89,1,1,1,1,1,1,1,1,1
90,1,1,1,1,1,1,1,1,1
91,1,1,1,1,1,1,1,1,1
92,2,2,2,2,2,2,2,2,2
93,2,2,2,2,2,2,2,2,2
94,2,2,2,2,2,2,2,2,2
95,2,2,2,2,2,2,2,2,2
96,2,2,2,2,2,2,2,2,2
97,2,2,2,2,2,2,2,2,2
98,2,2,2,2,2,2,2,2,2
99,2,2,2,2,2,2,2,2,2
100,2,2,2,2,2,2,2,2,2
101,2,2,2,2,2,2,2,2,2
102,3,3,3,3,3,3,3,3,3
103,3,3,3,3,3,3,3,3,3
104,3,3,3,3,3,3,3,3,3
105,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0
115,1,1,1,1,1,1,1,1,1
116,1,1,1,1,1,1,1,1,1
117,1,1,1,1,1,1,1,1,1
118,2,2,2,2,2,2,2,2,2
119,2,2,2,2,2,2,2,2,2
120,2,2,2,2,2,2,2,2,2
121,2,2,2,2,2,2,2,2,2
122,2,2,2,2,2,2,2,2,2
123,2,2,2,2,2,2,2,2,2
124,2,2,2,2,2,2,2,2,2
125,2,2,2,2,2,2,2,2,2
126,2,2,2,2,2,2,2,2,2
127,2,2,2,2,2,2,2,2,2
128,3,3,3,3,3,3,3,3,3
129,3,3,3,3,3,3,3,3,3
130,3,3,3,3,3,3,3,3,3
131,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0
141,1,1,1,1,1,1,1,1,1
142,1,1,1,1,1,1,1,1,1
143,1,1,1,1,1,1,1,1,1
144,2,2,2,2,2,2,2,2,2
145,2,2,2,2,2,2,2,2,2
146,2,2,2,2,2,2,2,2,2
147,2,2,2,2,2,2,2,2,2
148,2,2,2,2,2,2,2,2,2
149,2,2,2,2,2,2,2,2,2
150,2,2,2,2,2,2,2,2,2
151,2,2,2,2,2,2,2,2,2
152,2,2,2,2,2,2,2,2,2
153,2,2,2,2,2,2,2,2,2
154,3,3,3,3,3,3,3,3,3
155,3,3,3,3,3,3,3,3,3
156,3,3,3,3,3,3,3,3,3
157,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0
167,1,1,1,1,1,1,1,1,1
168,1,1,1,1,1,1,1,1,1
169,1,1,1,1,1,1,1,1,1
170,2,2,2,2,2,2,2,2,2
171,2,2,2,2,2,2,2,2,2
172,2,2,2,2,2,2,2,2,2
173,2,2,2,2,2,2,2,2,2
174,2,2,2,2,2,2,2,2,2
175,2,2,2,2,2,2,2,2,2
176,2,2,2,2,2,2,2,2,2
177,2,2,2,2,2,2,2,2,2
178,2,2,2,2,2,2,2,2,2
179,2,2,2,2,2,2,2,2,2
180,3,3,3,3,3,3,3,3,3
181,3,3,3,3,3,3,3,3,3
182,3,3,3,3,3,3,3,3,3
183,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0
193,1,1,1,1,1,1,1,1,1
194,1,1,1,1,1,1,1,1,1
195,1,1,1,1,1,1,1,1,1
196,2,2,2,2,2,2,2,2,2
197,2,2,2,2,2,2,2,2,2
198,2,2,2,2,2,2,2,2,2
199,2,2,2,2,2,2,2,2,2
200,2,2,2,2,2,2,2,2,2
201,2,2,2,2,2,2,2,2,2
202,2,2,2,2,2,2,2,2,2
203,2,2,2,2,2,2,2,2,2
204,2,2,2,2,2,2,2,2,2
205,2,2,2,2,2,2,2,2,2
206,3,3,3,3,3,3,3,3,3
207,3,3,3,3,3,3,3,3,3
208,3,3,3,3,3,3,3,3,3
209,0,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0,0
219,1,1,1,1,1,1,1,1,1
220,1,1,1,1,1,1,1,1,1
221,1,1,1,1,1,1,1,1,1
222,2,2,2,2,2,2,2,2,2
223,2,2,2,2,2,2,2,2,2
224,2,2,2,2,2,2,2,2,2
225,2,2,2,2,2,2,2,2,2
226,2,2,2,2,2,2,2,2,2
227,2,2,2,2,2,2,2,2,2
228,2,2,2,2,2,2,2,2,2
229,2,2,2,2,2,2,2,2,2
230,2,2,2,2,2,2,2,2,2
231,2,2,2,2,2,2,2,2,2
232,3,3,3,3,3,3,3,3,3
233,3,3,3,3,3,3,3,3,3
234,3,3,3,3,3,3,3,3,3
235,0,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0
245,1,1,1,1,1,1,1,1,1
246,1,1,1,1,1,1,1,1,1
247,1,1,1,1,1,1,1,1,1
248,2,2,2,2,2,2,2,2,2
249,2,2,2,2,2,2,2,2,2
250,2,2,2,2,2,2,2,2,2
251,2,2,2,2,2,2,2,2,2
252,2,2,2,2,2,2,2,2,2
253,2,2,2,2,2,2,2,2,2
254,2,2,2,2,2,2,2,2,2
255,2,2,2,2,2,2,2,2,2
256,2,2,2,2,2,2,2,2,2
257,2,2,2,2,2,2,2,2,2
258,3,3,3,3,3,3,3,3,3
259,3,3,3,3,3,3,3,3,3
260,3,3,3,3,3,3,3,3,3
261,0,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0
271,1,1,1,1,1,1,1,1,1
272,1,1,1,1,1,1,1,1,1
273,1,1,1,1,1,1,1,1,1
274,2,2,2,2,2,2,2,2,2
275,2,2,2,2,2,2,2,2,2
276,2,2,2,2,2,2,2,2,2
277,2,2,2,2,2,2,2,2,2
278,2,2,2,2,2,2,2,2,2
279,2,2,2,2,2,2,2,2,2
280,2,2,2,2,2,2,2,2,2
281,2,2,2,2,2,2,2,2,2
282,2,2,2,2,2,2,2,2,2
283,2,2,2,2,2,2,2,2,2
284,3,3,3,3,3,3,3,3,3
285,3,3,3,3,3,3,3,3,3
286,3,3,3,3,3,3,3,3,3
287,0,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,0,0
293,0,0,0,0,0,0,0,0,0
294,0,0,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0,0
296,0,0,0,0,0,0,0,0,0
297,1,1,1,1,1,1,1,1,1
298,1,1,1,1,1,1,1,1,1
299,1,1,1,1,1,1,1,1,1
300,2,2,2,2,2,2,2,2,2
301,2,2,2,2,2,2,2,2,2
302,2,2,2,2,2,2,2,2,2
303,2,2,2,2,2,2,2,2,2
304,2,2,2,2,2,2,2,2,2
305,2,2,2,2,2,2,2,2,2
306,2,2,2,2,2,2,2,2,2
307,2,2,2,2,2,2,2,2,2
308,2,2,2,2,2,2,2,2,2
309,2,2,2,2,2,2,2,2,2
310,3,3,3,3,3,3,3,3,3
311,3,3,3,3,3,3,3,3,3
312,3,3,3,3,3,3,3,3,3
313,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0,0
323,1,1,1,1,1,1,1,1,1
324,1,1,1,1,1,1,1,1,1
325,1,1,1,1,1,1,1,1,1
326,2,2,2,2,2,2,2,2,2
327,2,2,2,2,2,2,2,2,2
328,2,2,2,2,2,2,2,2,2
329,2,2,2,2,2,2,2,2,2
330,2,2,2,2,2,2,2,2,2
331,2,2,2,2,2,2,2,2,2
332,2,2,2,2,2,2,2,2,2
333,2,2,2,2,2,2,2,2,2
334,2,2,2,2,2,2,2,2,2
335,2,2,2,2,2,2,2,2,2
336,3,3,3,3,3,3,3,3,3
337,3,3,3,3,3,3,3,3,3
338,3,3,3,3,3,3,3,3,3
339,0,0,0,0,0,0,0,0,0
340,0,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0,0
343,0,0,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0,0,0
345,0,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,0,0
348,0,0,0,0,0,0,0,0,0
349,1,1,1,1,1,1,1,1,1
350,1,1,1,1,1,1,1,1,1
351,1,1,1,1,1,1,1,1,1
352,2,2,2,2,2,2,2,2,2
353,2,2,2,2,2,2,2,2,2
354,2,2,2,2,2,2,2,2,2
355,2,2,2,2,2,2,2,2,2
356,2,2,2,2,2,2,2,2,2
357,2,2,2,2,2,2,2,2,2
358,2,2,2,2,2,2,2,2,2
359,2,2,2,2,2,2,2,2,2
360,2,2,2,2,2,2,2,2,2
361,2,2,2,2,2,2,2,2,2
362,3,3,3,3,3,3,3,3,3
363,3,3,3,3,3,3,3,3,3
364,3,3,3,3,3,3,3,3,3
365,0,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0,0
367,0,0,0,0,0,0,0,0,0
368,0,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0
375,1,1,1,1,1,1,1,1,1
376,1,1,1,1,1,1,1,1,1
377,1,1,1,1,1,1,1,1,1
378,2,2,2,2,2,2,2,2,2
379,2,2,2,2,2,2,2,2,2
380,2,2,2,2,2,2,2,2,2
381,2,2,2,2,2,2,2,2,2
382,2,2,2,2,2,2,2,2,2
383,2,2,2,2,2,2,2,2,2
384,2,2,2,2,2,2,2,2,2
385,2,2,2,2,2,2,2,2,2
386,2,2,2,2,2,2,2,2,2
387,2,2,2,2,2,2,2,2,2
388,3,3,3,3,3,3,3,3,3
389,3,3,3,3,3,3,3,3,3
390,3,3,3,3,3,3,3,3,3
391,0,0,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0,0,0
393,0,0,0,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0
401,1,1,1,1,1,1,1,1,1
402,1,1,1,1,1,1,1,1,1
403,1,1,1,1,1,1,1,1,1
404,2,2,2,2,2,2,2,2,2
405,2,2,2,2,2,2,2,2,2
406,2,2,2,2,2,2,2,2,2
407,2,2,2,2,2,2,2,2,2
408,2,2,2,2,2,2,2,2,2
409,2,2,2,2,2,2,2,2,2
410,2,2,2,2,2,2,2,2,2
411,2,2,2,2,2,2,2,2,2
412,2,2,2,2,2,2,2,2,2
413,2,2,2,2,2,2,2,2,2
414,3,3,3,3,3,3,3,3,3
415,3,3,3,3,3,3,3,3,3
416,3,3,3,3,3,3,3,3,3
417,0,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0,0,0
423,0,0,0,0,0,0,0,0,0
424,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0,0
427,1,1,1,1,1,1,1,1,1
428,1,1,1,1,1,1,1,1,1
429,1,1,1,1,1,1,1,1,1
430,2,2,2,2,2,2,2,2,2
431,2,2,2,2,2,2,2,2,2
432,2,2,2,2,2,2,2,2,2
433,2,2,2,2,2,2,2,2,2
434,2,2,2,2,2,2,2,2,2
435,2,2,2,2,2,2,2,2,2
436,2,2,2,2,2,2,2,2,2
437,2,2,2,2,2,2,2,2,2
438,2,2,2,2,2,2,2,2,2
439,2,2,2,2,2,2,2,2,2
440,3,3,3,3,3,3,3,3,3
441,3,3,3,3,3,3,3,3,3
442,3,3,3,3,3,3,3,3,3
443,0,0,0,0,0,0,0,0,0
444,0,0,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,0,0
447,0,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,0,0,0
449,0,0,0,0,0,0,0,0,0
450,0,0,0,0,0,0,0,0,0
451,0,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,0,0,0
453,1,1,1,1,1,1,1,1,1
454,1,1,1,1,1,1,1,1,1
455,1,1,1,1,1,1,1,1,1
456,2,2,2,2,2,2,2,2,2
457,2,2,2,2,2,2,2,2,2
458,2,2,2,2,2,2,2,2,2
459,2,2,2,2,2,2,2,2,2
460,2,2,2,2,2,2,2,2,2
461,2,2,2,2,2,2,2,2,2
462,2,2,2,2,2,2,2,2,2
463,2,2,2,2,2,2,2,2,2
464,2,2,2,2,2,2,2,2,2
465,2,2,2,2,2,2,2,2,2
466,3,3,3,3,3,3,3,3,3
467,3,3,3,3,3,3,3,3,3
468,3,3,3,3,3,3,3,3,3
469,0,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0,0
472,0,0,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0,0,0
479,1,1,1,1,1,1,1,1,1
480,1,1,1,1,1,1,1,1,1
481,1,1,1,1,1,1,1,1,1
482,2,2,2,2,2,2,2,2,2
483,2,2,2,2,2,2,2,2,2
484,2,2,2,2,2,2,2,2,2
485,2,2,2,2,2,2,2,2,2
486,2,2,2,2,2,2,2,2,2
487,2,2,2,2,2,2,2,2,2
488,2,2,2,2,2,2,2,2,2
489,2,2,2,2,2,2,2,2,2
490,2,2,2,2,2,2,2,2,2
491,2,2,2,2,2,2,2,2,2
492,3,3,3,3,3,3,3,3,3
493,3,3,3,3,3,3,3,3,3
494,3,3,3,3,3,3,3,3,3
495,0,0,0,0,0,0,0,0,0
496,0,0,0,0,0,0,0,0,0
497,0,0,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0,0,0
502,0,0,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0,0,0
505,1,1,1,1,1,1,1,1,1
506,1,1,1,1,1,1,1,1,1
507,1,1,1,1,1,1,1,1,1
508,2,2,2,2,2,2,2,2,2
509,2,2,2,2,2,2,2,2,2
510,2,2,2,2,2,2,2,2,2
511,2,2,2,2,2,2,2,2,2
512,2,2,2,2,2,2,2,2,2
513,2,2,2,2,2,2,2,2,2
514,2,2,2,2,2,2,2,2,2
515,2,2,2,2,2,2,2,2,2
516,2,2,2,2,2,2,2,2,2
517,2,2,2,2,2,2,2,2,2
518,3,3,3,3,3,3,3,3,3
519,3,3,3,3,3,3,3,3,3
520,3,3,3,3,3,3,3,3,3
521,0,0,0,0,0,0,0,0,0
522,0,0,0,0,0,0,0,0,0
523,0,0,0,0,0,0,0,0,0
524,0,0,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0,0,0
527,0,0,0,0,0,0,0,0,0
528,0,0,0,0,0,0,0,0,0
529,0,0,0,0,0,0,0,0,0
530,0,0,0,0,0,0,0,0,0
531,1,1,1,1,1,1,1,1,1
532,1,1,1,1,1,1,1,1,1
533,1,1,1,1,1,1,1,1,1
534,2,2,2,2,2,2,2,2,2
535,2,2,2,2,2,2,2,2,2
536,2,2,2,2,2,2,2,2,2
537,2,2,2,2,2,2,2,2,2
538,2,2,2,2,2,2,2,2,2
539,2,2,2,2,2,2,2,2,2
540,2,2,2,2,2,2,2,2,2
541,2,2,2,2,2,2,2,2,2
542,2,2,2,2,2,2,2,2,2
543,2,2,2,2,2,2,2,2,2
544,3,3,3,3,3,3,3,3,3
545,3,3,3,3,3,3,3,3,3
546,3,3,3,3,3,3,3,3,3
547,0,0,0,0,0,0,0,0,0
548,0,0,0,0,0,0,0,0,0
549,0,0,0,0,0,0,0,0,0
550,0,0,0,0,0,0,0,0,0
551,0,0,0,0,0,0,0,0,0
552,0,0,0,0,0,0,0,0,0
553,0,0,0,0,0,0,0,0,0
554,0,0,0,0,0,0,0,0,0
555,0,0,0,0,0,0,0,0,0
556,0,0,0,0,0,0,0,0,0
557,1,1,1,1,1,1,1,1,1
558,1,1,1,1,1,1,1,1,1
559,1,1,1,1,1,1,1,1,1
560,2,2,2,2,2,2,2,2,2
561,2,2,2,2,2,2,2,2,2
562,2,2,2,2,2,2,2,2,2
563,2,2,2,2,2,2,2,2,2
564,2,2,2,2,2,2,2,2,2
565,2,2,2,2,2,2,2,2,2
566,2,2,2,2,2,2,2,2,2
567,2,2,2,2,2,2,2,2,2
568,2,2,2,2,2,2,2,2,2
569,2,2,2,2,2,2,2,2,2
570,3,3,3,3,3,3,3,3,3
571,3,3,3,3,3,3,3,3,3
572,3,3,3,3,3,3,3,3,3
573,0,0,0,0,0,0,0,0,0
574,0,0,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0,0,0
576,0,0,0,0,0,0,0,0,0
577,0,0,0,0,0,0,0,0,0
578,0,0,0,0,0,0,0,0,0
579,0,0,0,0,0,0,0,0,0
580,0,0,0,0,0,0,0,0,0
581,0,0,0,0,0,0,0,0,0
582,0,0,0,0,0,0,0,0,0
583,1,1,1,1,1,1,1,1,1
584,1,1,1,1,1,1,1,1,1
585,1,1,1,1,1,1,1,1,1
586,2,2,2,2,2,2,2,2,2
587,2,2,2,2,2,2,2,2,2
588,2,2,2,2,2,2,2,2,2
589,2,2,2,2,2,2,2,2,2
590,2,2,2,2,2,2,2,2,2
591,2,2,2,2,2,2,2,2,2
592,2,2,2,2,2,2,2,2,2
593,2,2,2,2,2,2,2,2,2
594,2,2,2,2,2,2,2,2,2
595,2,2,2,2,2,2,2,2,2
596,3,3,3,3,3,3,3,3,3
597,3,3,3,3,3,3,3,3,3
598,3,3,3,3,3,3,3,3,3
599,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0
601,0,0,0,0,0,0,0,0,0
602,0,0,0,0,0,0,0,0,0
603,0,0,0,0,0,0,0,0,0
604,0,0,0,0,0,0,0,0,0
605,0,0,0,0,0,0,0,0,0
606,0,0,0,0,0,0,0,0,0
607,0,0,0,0,0,0,0,0,0
608,0,0,0,0,0,0,0,0,0
609,1,1,1,1,1,1,1,1,1
610,1,1,1,1,1,1,1,1,1
611,1,1,1,1,1,1,1,1,1
612,2,2,2,2,2,2,2,2,2
613,2,2,2,2,2,2,2,2,2
614,2,2,2,2,2,2,2,2,2
615,2,2,2,2,2,2,2,2,2
616,2,2,2,2,2,2,2,2,2
617,2,2,2,2,2,2,2,2,2
618,2,2,2,2,2,2,2,2,2
619,2,2,2,2,2,2,2,2,2
620,2,2,2,2,2,2,2,2,2
621,2,2,2,2,2,2,2,2,2
622,3,3,3,3,3,3,3,3,3
623,3,3,3,3,3,3,3,3,3
624,3,3,3,3,3,3,3,3,3
625,0,0,0,0,0,0,0,0,0
626,0,0,0,0,0,0,0,0,0
627,0,0,0,0,0,0,0,0,0
628,0,0,0,0,0,0,0,0,0
629,0,0,0,0,0,0,0,0,0
630,0,0,0,0,0,0,0,0,0
631,0,0,0,0,0,0,0,0,0
632,0,0,0,0,0,0,0,0,0
633,0,0,0,0,0,0,0,0,0
634,0,0,0,0,0,0,0,0,0
635,1,1,1,1,1,1,1,1,1
636,1,1,1,1,1,1,1,1,1
637,1,1,1,1,1,1,1,1,1
638,2,2,2,2,2,2,2,2,2
639,2,2,2,2,2,2,2,2,2
640,2,2,2,2,2,2,2,2,2
641,2,2,2,2,2,2,2,2,2
642,2,2,2,2,2,2,2,2,2
643,2,2,2,2,2,2,2,2,2
644,2,2,2,2,2,2,2,2,2
645,2,2,2,2,2,2,2,2,2
646,2,2,2,2,2,2,2,2,2
647,2,2,2,2,2,2,2,2,2
648,3,3,3,3,3,3,3,3,3
649,3,3,3,3,3,3,3,3,3
650,3,3,3,3,3,3,3,3,3
651,0,0,0,0,0,0,0,0,0
652,0,0,0,0,0,0,0,0,0
653,0,0,0,0,0,0,0,0,0
654,0,0,0,0,0,0,0,0,0
655,0,0,0,0,0,0,0,0,0
656,0,0,0,0,0,0,0,0,0
657,0,0,0,0,0,0,0,0,0
658,0,0,0,0,0,0,0,0,0
659,0,0,0,0,0,0,0,0,0
660,0,0,0,0,0,0,0,0,0
661,1,1,1,1,1,1,1,1,1
662,1,1,1,1,1,1,1,1,1
663,1,1,1,1,1,1,1,1,1
664,2,2,2,2,2,2,2,2,2
665,2,2,2,2,2,2,2,2,2
666,2,2,2,2,2,2,2,2,2
667,2,2,2,2,2,2,2,2,2
668,2,2,2,2,2,2,2,2,2
669,2,2,2,2,2,2,2,2,2
670,2,2,2,2,2,2,2,2,2
671,2,2,2,2,2,2,2,2,2
672,2,2,2,2,2,2,2,2,2
673,2,2,2,2,2,2,2,2,2
674,3,3,3,3,3,3,3,3,3
675,3,3,3,3,3,3,3,3,3
676,3,3,3,3,3,3,3,3,3
677,0,0,0,0,0,0,0,0,0
678,0,0,0,0,0,0,0,0,0
679,0,0,0,0,0,0,0,0,0
680,0,0,0,0,0,0,0,0,0
681,0,0,0,0,0,0,0,0,0
682,0,0,0,0,0,0,0,0,0
683,0,0,0,0,0,0,0,0,0
684,0,0,0,0,0,0,0,0,0
685,0,0,0,0,0,0,0,0,0
686,0,0,0,0,0,0,0,0,0
687,1,1,1,1,1,1,1,1,1
688,1,1,1,1,1,1,1,1,1
689,1,1,1,1,1,1,1,1,1
690,2,2,2,2,2,2,2,2,2
691,2,2,2,2,2,2,2,2,2
692,2,2,2,2,2,2,2,2,2
